algo,input,mode,threads,run,instructions,cycles,cpi,ipc,branch_miss_rate,cache_miss_rate,stalled_be_ratio,L1_dcache_load_misses,LLC_load_misses,dTLB_load_misses,iTLB_load_misses,time_sec,energy_pkg_joules,energy_ram_joules,energy_total_joules,power_watts,edp,ed2p
combsort,100000,serial,1,1,39732445.0,18306461.0,0.4607433798750618,2.170405574294234,0.006738402235525831,0.023759525243591203,0.0,327505.0,625.0,626.0,597.0,0.0073234535,0.19,0.01,0.2,27.30952002357904,0.0014646907,1.072659423333245e-05
countingsort,100,parallel,2,1,35018131.0,40521740.0,1.157164555698304,0.8641813258759372,0.002610014586098464,0.36706409266898793,0.0,289109.0,1096.0,21165.0,760.0,0.010994351,0.34,0.01,0.35000000000000003,31.834530296513186,0.00384802285,4.230651386892035e-05
countingsort,100,parallel,4,1,46438586.0,89683547.0,1.931229064554205,0.5178049659431958,0.002359782601502772,0.3406028608606835,0.0,294981.0,1141.0,37891.0,759.0,0.010503922,0.44,0.01,0.45,42.84114067107505,0.0047267649,4.964956982193781e-05
countingsort,100,parallel,8,1,69948609.0,215419388.0,3.0796807982271672,0.3247089765197922,0.0019181124916835036,0.358419942173947,0.0,360551.0,1804.0,59981.0,809.0,0.013631919999999999,0.5,0.02,0.52,38.14576376621929,0.0070885984,9.663120630092799e-05
countingsort,100,serial,1,1,9624501.0,6767333.0,0.7031359859591682,1.4222000010934883,0.004973460769515856,0.29548776656056613,0.0,26245.0,680.0,6589.0,641.0,0.007553406,0.21,0.01,0.22,29.12593338687209,0.0016617493200000001,1.2551867284183922e-05
countingsort,500,parallel,2,1,35260380.0,41154510.0,1.167160138376274,0.856780459784359,0.002634953772740829,0.4248813124157911,0.0,318210.0,1355.0,21832.0,711.0,0.0112529345,0.33,0.01,0.34,30.21434097923524,0.0038259977300000004,4.3053701852838694e-05
countingsort,500,parallel,4,1,46776473.0,91298051.0,1.9517942492158398,0.5123490861814783,0.0023242806362037643,0.3742610473865739,0.0,322071.0,1286.0,38126.0,734.0,0.0106316225,0.44,0.01,0.45,42.32655928105047,0.004784230125,5.086412864212781e-05
countingsort,500,parallel,8,1,71360315.0,243757433.0,3.4158682315233615,0.2927513394022327,0.0020407705271732915,0.4570266771069953,0.0,378605.0,1925.0,61179.0,833.0,0.013355937500000001,0.76,0.02,0.78,58.400992068134485,0.010417631250000002,0.00013913723187304692
countingsort,500,serial,1,1,9717513.0,6651459.0,0.6844816158208381,1.4609596180326752,0.005100039355785841,0.38939152786170855,0.0,47156.0,740.0,7253.0,637.0,0.007296895,0.21,0.01,0.22,30.14981029602317,0.0016053169000000002,1.1713828861025502e-05
countingsort,1000,parallel,2,1,35710694.0,41949559.0,1.1747057898118698,0.8512769824350239,0.0026553994705791452,0.35936799701205846,0.0,348421.0,1331.0,21796.0,712.0,0.011454771499999999,0.36,0.01,0.37,32.300949870540855,0.004238265454999999,4.8548362343368516e-05
countingsort,1000,parallel,4,1,47424823.0,94575986.0,1.994229604188507,0.5014467731798218,0.002299766828781867,0.35683261722398657,0.0,359341.0,1571.0,38305.0,801.0,0.011093036,0.44,0.01,0.45,40.565991131733455,0.0049918662,5.5374951463783204e-05
countingsort,1000,parallel,8,1,79768890.0,448106675.0,5.617561871551679,0.17801317063621067,0.001610730586444633,0.5164622421025851,0.0,440983.0,2881.0,61757.0,856.0,0.020504032999999998,0.77,0.04,0.81,39.504423349299145,0.016608266729999998,0.000340536449104722
countingsort,1000,serial,1,1,9869599.0,6545762.0,0.6632247166272915,1.5077845787854798,0.005309965265687872,0.2652177022372138,0.0,69964.0,857.0,7988.0,639.0,0.006885668,0.18,0.01,0.19,27.593546479441066,0.0013082769200000002,9.008360523182562e-06
countingsort,5000,parallel,2,1,36146322.0,43077780.0,1.191761087061638,0.8390943544444491,0.002593724037365878,0.42931157875502496,0.0,501485.0,2801.0,24144.0,693.0,0.015129426500000001,0.36,0.02,0.38,25.116616284166486,0.005749182070000001,8.698182756318287e-05
countingsort,5000,parallel,4,1,48147435.0,103768623.0,2.1552263999110233,0.4639883772958999,0.0028813796595238642,0.4731448775070579,0.0,567086.0,3294.0,40642.0,829.0,0.012278346499999999,0.5,0.02,0.52,42.350979425446255,0.006384740179999999,7.839405224251235e-05
countingsort,5000,parallel,8,1,87371192.0,637674626.0,7.298454003008223,0.13701531853017468,0.0018260670527369713,0.5502002020455266,0.0,736939.0,7182.0,66952.0,840.0,0.0272054515,0.61,0.03,0.64,23.52469687922658,0.01741148896,0.0004736874184440654
countingsort,5000,serial,1,1,10294753.0,6449867.0,0.6265198397669182,1.5961186486481038,0.007749241631186935,0.23356473931882776,0.0,142734.0,1622.0,10215.0,651.0,0.005863854999999999,0.16,0.01,0.17,28.991167073537806,0.00099685535,5.845415228374249e-06
countingsort,10000,parallel,2,1,36723490.0,45737658.0,1.2454605485480819,0.8029158379731642,0.004687635379026306,0.46530115990701415,0.0,548906.0,5390.0,24827.0,725.0,0.0131175135,0.4,0.02,0.42000000000000004,32.018263217339175,0.00550935567,7.226904737752655e-05
countingsort,10000,parallel,4,1,54852335.0,272035356.0,4.959412502676504,0.2016367865065304,0.0027872162213506842,0.6384717315987619,0.0,744610.0,7572.0,41138.0,754.0,0.0254180775,0.86,0.04,0.9,35.407870638524884,0.02287626975,0.0005814707974164056
countingsort,10000,parallel,8,1,75871911.0,319719563.0,4.213938449500764,0.23730769017721948,0.0026896052493942057,0.5817044696374646,0.0,989313.0,9428.0,69560.0,845.0,0.017362964,0.67,0.04,0.7100000000000001,40.891635782922776,0.012327704440000002,0.00021404548839436022
countingsort,10000,serial,1,1,10833504.0,7261146.0,0.6702490717684694,1.4919826705040775,0.010434675662379647,0.2966602249072444,0.0,156943.0,2687.0,11319.0,735.0,0.012791427,0.14,0.01,0.15000000000000002,11.726604076308298,0.0019187140500000002,2.454309070444935e-05
countingsort,50000,parallel,2,1,40786384.0,51822157.0,1.270574930104125,0.7870452787212234,0.013803623046537606,0.46764268864311753,0.0,610809.0,25822.0,32765.0,759.0,0.014537491999999999,0.42,0.02,0.44,30.266568676357657,0.00639649648,9.298901640602815e-05
countingsort,50000,parallel,4,1,55524501.0,196929180.0,3.5467077858115283,0.28195161834320337,0.005623522338399051,0.6654996508650788,0.0,888872.0,43238.0,52043.0,854.0,0.0248838185,0.79,0.05,0.8400000000000001,33.756876984133285,0.020902407540000004,0.0005201317154383916
countingsort,50000,parallel,8,1,83797628.0,444247890.0,5.301437529950132,0.18862808329826844,0.006367147003598914,0.6719504790927383,0.0,1539856.0,77070.0,87122.0,917.0,0.0256211305,0.83,0.05,0.88,34.34664992631765,0.02254659484,0.0005776692487262666
countingsort,50000,serial,1,1,15092590.0,12426564.0,0.8233553021714629,1.2145424913918281,0.026686382934508444,0.24848806763583148,0.0,216329.0,12394.0,18264.0,744.0,0.007369986,0.15,0.01,0.16,21.7096748894774,0.00117919776,8.690670982431361e-06
countingsort,100000,parallel,2,1,45842231.0,59447926.0,1.2967939104010884,0.7711325538926287,0.02291449628292005,0.4685081049963845,0.0,681933.0,52848.0,41687.0,719.0,0.016036513500000002,0.44,0.02,0.46,28.68453919238742,0.0073767962100000015,0.00011829809200841388
countingsort,100000,parallel,4,1,59171121.0,163731868.0,2.7670908583935736,0.361390373925252,0.017425576279839868,0.660502032472229,0.0,973502.0,90450.0,64259.0,837.0,0.0197204145,0.8,0.05,0.8500000000000001,43.10254229189758,0.016762352325,0.0003305605358440387
countingsort,100000,parallel,8,1,85350078.0,371383922.0,4.351301495002734,0.22981629775561474,0.011927346479327314,0.701985016430755,0.0,1634091.0,116428.0,108058.0,914.0,0.0243226375,1.41,0.08,1.49,61.25980375277969,0.036240729875,0.0008814701354850454
countingsort,100000,serial,1,1,20387207.0,18852292.0,0.9247118548411266,1.0814179517270366,0.03930586993461782,0.22009260442167122,0.0,287550.0,22318.0,25993.0,654.0,0.008912597500000001,0.24,0.01,0.25,28.05018402323228,0.0022281493750000003,1.9858598549251567e-05
heapsort,100,parallel,2,1,808188.0,1395914.0,1.7272144600018808,0.5789668991069651,0.0926926765950848,0.22699506426232713,0.0,17502.0,642.0,643.0,597.0,0.0017613815,0.07,0.0,0.07,39.74153242781306,0.000123296705,2.1717253519795752e-07
heapsort,100,parallel,4,1,829233.0,1845677.0,2.2257640494288093,0.4492839212928373,0.09017542887232215,0.20958066266739026,0.0,18330.0,627.0,665.0,645.0,0.0017497615,0.06,0.0,0.06,34.29038757567817,0.00010498568999999999,1.83699918412935e-07
heapsort,100,parallel,8,1,919055.0,4038336.0,4.394009063657779,0.22758259837715336,0.07814002899923912,0.21671206421952238,0.0,19339.0,631.0,688.0,712.0,0.0019513834999999998,0.06,0.0,0.06,30.74741587186732,0.00011708300999999999,2.2847385384433497e-07
heapsort,100,serial,1,1,783428.0,1149466.0,1.4672260884216546,0.6815582192078756,0.09304155891803609,0.2174675793746345,0.0,16366.0,639.0,603.0,547.0,0.0017649605,0.05,0.0,0.05,28.32924589530474,8.824802500000001e-05,1.557542783280125e-07
heapsort,500,parallel,2,1,912791.0,1584113.0,1.7354608009938748,0.5762158381378096,0.09499281385368404,0.2228573208528665,0.0,17616.0,632.0,628.0,583.0,0.001731756,0.05,0.0,0.05,28.87242775541127,8.65878e-05,1.499489421768e-07
heapsort,500,parallel,4,1,940113.0,2177814.0,2.3165449259823023,0.4316773608765487,0.0912661458810814,0.22068090445097088,0.0,18985.0,619.0,655.0,647.0,0.0017757225000000001,0.06,0.0,0.06,33.7890633249283,0.00010654335000000001,1.8919142382037504e-07
heapsort,500,parallel,8,1,1042504.0,4721433.0,4.528935140776438,0.22080245552568467,0.07995093805929987,0.20689105332394328,0.0,20705.0,669.0,690.0,684.0,0.001960918,0.07,0.0,0.07,35.697566139940584,0.00013726426,2.6916395819068e-07
heapsort,500,serial,1,1,885327.0,1307526.0,1.4768848120524958,0.6771008760055249,0.0951493896410694,0.236889473502025,0.0,16307.0,664.0,580.0,687.0,0.001740215,0.03,0.0,0.03,17.23924917323434,5.220645e-05,9.085044738675e-08
heapsort,1000,parallel,2,1,1056622.0,1791328.0,1.695334755475468,0.5898540077529073,0.094850448440115,0.20971950424005217,0.0,17964.0,663.0,630.0,739.0,0.001781856,0.06,0.0,0.06,33.67275470071655,0.00010691136,1.9050064828416e-07
heapsort,1000,parallel,4,1,1089032.0,2519745.0,2.31374743809181,0.4321992900075206,0.09288740135113438,0.2077118505163088,0.0,20366.0,804.0,697.0,688.0,0.0033606565,0.06,0.0,0.06,17.853654486853983,0.00020163938999999997,6.776407266595349e-07
heapsort,1000,parallel,8,1,1225225.0,5931065.0,4.840796588381726,0.2065775708072665,0.0794699212422499,0.1788552372215266,0.0,21769.0,583.0,701.0,747.0,0.0019807705,0.06,0.0,0.06,30.29124272599981,0.00011884623,2.3540710642021498e-07
heapsort,1000,serial,1,1,1027207.0,1445131.0,1.4068547040664636,0.7108054563911507,0.09852418937487731,0.229550615197761,0.0,16478.0,625.0,609.0,554.0,0.0017326615,0.03,0.0,0.03,17.314403303819006,5.1979845e-05,9.006347620746751e-08
heapsort,5000,parallel,2,1,2360395.0,3776683.0,1.6000216065531405,0.6249915600541534,0.10271183495718107,0.22027325338583617,0.0,18982.0,605.0,635.0,640.0,0.002058801,0.05,0.0,0.05,24.285980043724482,0.00010294005,2.1193307788004998e-07
heapsort,5000,parallel,4,1,2458721.0,6177005.0,2.512283825615025,0.39804419779488603,0.09699783975788523,0.18504220456802384,0.0,21813.0,609.0,679.0,676.0,0.0020990775,0.06,0.0,0.06,28.583985107743757,0.00012594465000000002,2.6436758106037507e-07
heapsort,5000,parallel,8,1,2817587.0,15479233.0,5.4937906087726835,0.18202368295638421,0.07949752589333078,0.15761493929223075,0.0,24404.0,635.0,729.0,665.0,0.0023090560000000003,0.06,0.0,0.06,25.984644807228577,0.00013854336,3.1990437666816007e-07
heapsort,5000,serial,1,1,2308465.0,2732781.0,1.1838087213797914,0.8447310633380428,0.10619232994381306,0.2630589039924767,0.0,16742.0,631.0,578.0,603.0,0.002082976,0.05,0.0,0.05,24.004117186179776,0.0001041488,2.1693945082879998e-07
heapsort,10000,parallel,2,1,4134636.0,6480975.0,1.567483812359782,0.6379651209887401,0.10403004730866165,0.21159883981700206,0.0,23253.0,622.0,630.0,613.0,0.0025087564999999997,0.09,0.01,0.09999999999999999,39.860385015444905,0.00025087564999999996,6.293859176292249e-07
heapsort,10000,parallel,4,1,4318258.0,11086509.0,2.567356790631778,0.38950565953628863,0.09791015481243406,0.17648590667278433,0.0,27903.0,688.0,680.0,627.0,0.0025677445,0.09,0.0,0.09,35.05021625009809,0.000231097005,5.933980635552224e-07
heapsort,10000,parallel,8,1,4739952.0,22168992.0,4.677049894176143,0.21380999190220287,0.0854542563359784,0.1522726011432377,0.0,29316.0,711.0,749.0,704.0,0.0026938135,0.09,0.0,0.09,33.409885279734475,0.000242443215,6.530968055504024e-07
heapsort,10000,serial,1,1,4048892.0,4463927.0,1.1025058213456915,0.9070246892478304,0.10918765004745687,0.24116639242760937,0.0,23498.0,598.0,609.0,625.0,0.0025078265,0.08,0.0,0.08,31.900133442245707,0.00020062612,5.031355003281801e-07
heapsort,50000,parallel,2,1,19917706.0,28444606.0,1.428106529938739,0.7002278744869941,0.09370863268502666,0.08769528061963258,0.0,314191.0,729.0,715.0,647.0,0.008746667999999999,0.16,0.0,0.16,18.292680138310956,0.00139946688,1.2240672176355839e-05
heapsort,50000,parallel,4,1,20894703.0,56106665.0,2.6852099788161623,0.37241035445610604,0.09775557579947858,0.08638945087447239,0.0,315980.0,803.0,764.0,712.0,0.007685099,0.16,0.0,0.16,20.819510587957293,0.00122961584,9.44971946236816e-06
heapsort,50000,parallel,8,1,23183191.0,114440965.0,4.9363767481361815,0.20257773079770866,0.07528048705850933,0.08973850375219015,0.0,298331.0,742.0,857.0,816.0,0.0066987539999999995,0.17,0.0,0.17,25.37785385162674,0.0011387881799999999,7.6284618759277185e-06
heapsort,50000,serial,1,1,19466743.0,16146848.0,0.8294581173645741,1.2056063821248582,0.10060305527792907,0.09749920422934802,0.0,292090.0,509.0,644.0,657.0,0.014753836,0.16,0.01,0.17,11.52242711658175,0.00250815212,3.7004865041532315e-05
heapsort,100000,parallel,2,1,41125011.0,65163003.0,1.5845102874258197,0.6311098185576254,0.10489153882532544,0.026783510857665293,0.0,773608.0,906.0,743.0,701.0,0.0109049055,0.29,0.01,0.3,27.510554768218764,0.0032714716499999998,3.567508918917907e-05
heapsort,100000,parallel,4,1,43215421.0,119037489.0,2.7545141582677166,0.363040428381348,0.09802416299501729,0.026068219794924102,0.0,781304.0,909.0,829.0,718.0,0.0107921975,0.36,0.01,0.37,34.284027882180624,0.003993113075,4.309446494523231e-05
heapsort,100000,parallel,8,1,48019508.0,246948964.0,5.142680012464934,0.19445114173469463,0.08386642578227108,0.03925489525020168,0.0,757512.0,803.0,930.0,713.0,0.0117882405,0.34,0.01,0.35000000000000003,29.69060565060579,0.004125884175,4.8636914930044094e-05
heapsort,100000,serial,1,1,40119701.0,40415813.0,1.0073807130317347,0.9926733627751099,0.11396047807679648,0.03519422618423664,0.0,755875.0,818.0,647.0,653.0,0.011652329,0.29,0.01,0.3,25.745925986126895,0.0034956986999999996,4.073303133727229e-05
insertionsort,100,parallel,2,1,818427.0,1434365.0,1.7525875856979303,0.5705848929665741,0.09232951321910814,0.24406019223526715,0.0,17502.0,826.0,658.0,590.0,0.001890002,0.03,0.0,0.03,15.872999076191453,5.670006e-05,1.0716322680012e-07
insertionsort,100,parallel,4,1,841091.0,2015214.0,2.395952399918677,0.4173705621338478,0.08261525967832481,0.2285791068842473,0.0,17860.0,663.0,664.0,705.0,0.0037247445,0.05,0.0,0.05,13.42373953434927,0.000186237225,6.936860795140126e-07
insertionsort,100,parallel,8,1,919576.0,3897434.0,4.238294605339853,0.2359439569727159,0.0779112621452161,0.1996917657419639,0.0,18251.0,645.0,709.0,692.0,0.001912291,0.05,0.0,0.05,26.146648182729514,9.561455000000001e-05,1.8284284343405002e-07
insertionsort,100,serial,1,1,720581.0,1029712.0,1.4290024299835826,0.6997888730052675,0.09360406220732803,0.19495107632093933,0.0,14334.0,503.0,532.0,465.0,0.0015360065,0.04,0.0,0.04,26.041556464767563,6.144026e-05,9.437263872169001e-08
insertionsort,500,parallel,2,1,900767.0,1556548.0,1.7280251163730465,0.5786952924034466,0.09038481064067418,0.25143833004493227,0.0,17210.0,619.0,628.0,646.0,0.0017203925,0.08,0.01,0.09,52.313643543551834,0.000154835325,2.663775318650625e-07
insertionsort,500,parallel,4,1,925551.0,2130121.0,2.3014625882312267,0.43450630269360285,0.0880607504001874,0.2108369525445839,0.0,17652.0,655.0,634.0,649.0,0.0017627110000000001,0.06,0.0,0.06,34.03847823040759,0.00010576266,1.8642900417126003e-07
insertionsort,500,parallel,8,1,1020930.0,4551756.0,4.4584408333578205,0.22429365721712674,0.07441637745091807,0.218256523472235,0.0,18504.0,747.0,701.0,641.0,0.001974754,0.06,0.0,0.06,30.383531315799335,0.00011848523999999999,2.3397920163095997e-07
insertionsort,500,serial,1,1,803844.0,1104432.0,1.3739382268201292,0.7278347603111825,0.08884852358286942,0.21972598412761085,0.0,14419.0,487.0,534.0,531.0,0.0015911394999999998,0.03,0.0,0.03,18.854412199558872,4.773418499999999e-05,7.595174725380748e-08
insertionsort,1000,parallel,2,1,1007643.0,1703856.0,1.6909322051559927,0.5913897653322816,0.09114109290787736,0.2683902585387808,0.0,17233.0,622.0,625.0,568.0,0.0017477495,0.05,0.0,0.05,28.60821874072915,8.738747500000001e-05,1.527314157375125e-07
insertionsort,1000,parallel,4,1,1038526.0,2533591.0,2.4396028602076405,0.4099027822564889,0.08897423519410114,0.2521150850615436,0.0,18286.0,665.0,680.0,663.0,0.001914901,0.05,0.0,0.05,26.111010438659754,9.574505000000002e-05,1.8334229199005004e-07
insertionsort,1000,parallel,8,1,1139980.0,5034474.0,4.416282741802488,0.22643477749611976,0.0785105411655528,0.21142398914350924,0.0,18651.0,804.0,681.0,651.0,0.002016852,0.07,0.0,0.07,34.707554148742695,0.00014117964,2.8473843929328e-07
insertionsort,1000,serial,1,1,911327.0,1280214.0,1.404780062480317,0.7118552054578375,0.09381364315223926,0.22110809641775786,0.0,14452.0,489.0,508.0,488.0,0.0015833230000000002,0.05,0.0,0.05,31.57915346394892,7.916615000000002e-05,1.2534558611645003e-07
insertionsort,5000,parallel,2,1,1886849.0,3331926.0,1.7658678569403274,0.5662937892378163,0.10377655215185948,0.22707367543029466,0.0,18414.0,608.0,618.0,613.0,0.0020277135,0.06,0.0,0.06,29.589979057692318,0.00012166281,2.4669732228493503e-07
insertionsort,5000,parallel,4,1,1971924.0,5486466.0,2.7822907982254894,0.3594160612678544,0.09821326153287853,0.2288818188872507,0.0,19016.0,698.0,656.0,767.0,0.0020858659999999996,0.06,0.01,0.06999999999999999,33.559202748402825,0.00014601061999999995,3.0455858789691983e-07
insertionsort,5000,parallel,8,1,2554985.0,20730621.0,8.113793623054539,0.12324691093431306,0.06940563569840145,0.1854815288104089,0.0,19884.0,569.0,707.0,668.0,0.002379893,0.1,0.01,0.11,46.220565378359446,0.00026178823,6.2302797605939e-07
insertionsort,5000,serial,1,1,1786157.0,2299790.0,1.287563187334596,0.7766609125180994,0.10440458640083089,0.3044689131116398,0.0,15733.0,515.0,541.0,486.0,0.002219598,0.06,0.0,0.06,27.031921996685885,0.00013317588,2.9559691689624e-07
insertionsort,10000,parallel,2,1,3080287.0,5411913.0,1.7569508945108037,0.5691678709543188,0.10470361120698593,0.229314603272615,0.0,21679.0,685.0,637.0,629.0,0.0023972065,0.06,0.0,0.06,25.029132867777555,0.00014383239,3.44795940218535e-07
insertionsort,10000,parallel,4,1,3228246.0,9200227.0,2.849915093211608,0.3508876465765464,0.09837389651979081,0.19184476617258417,0.0,21985.0,643.0,663.0,689.0,0.002404349,0.07,0.0,0.07,29.113909835884893,0.00016830443000000002,4.0466258796607007e-07
insertionsort,10000,parallel,8,1,3949634.0,28167850.0,7.131762082258761,0.14021780150064703,0.07383111129721925,0.2510673256925833,0.0,23000.0,657.0,723.0,692.0,0.0028787345,0.09,0.0,0.09,31.26373759025016,0.000259086105,7.458401089341226e-07
insertionsort,10000,serial,1,1,2972789.0,2947776.0,0.9915860156909891,1.0084853801645715,0.09155127851011506,0.31220335803395555,0.0,18636.0,458.0,535.0,525.0,0.0022148215000000002,0.07,0.0,0.07,31.60525577343366,0.00015503750500000003,3.433803993803576e-07
insertionsort,50000,parallel,2,1,13399168.0,12146789.0,0.906533077277634,1.1031037091366287,0.08205509818455692,0.23981185841315616,0.0,63080.0,1686.0,806.0,694.0,0.0125627325,0.15,0.01,0.16,12.736082695384942,0.0020100372,2.5251559658649003e-05
insertionsort,50000,parallel,4,1,19180287.0,164568723.0,8.58009700271951,0.1165487988868942,0.0539188643495667,0.31003906833421113,0.0,60993.0,588.0,824.0,737.0,0.0242765225,0.1,0.01,0.11,4.531126729538796,0.0026704174750000003,6.482844991623069e-05
insertionsort,50000,parallel,8,1,15002464.0,53367362.0,3.557239797409279,0.2811168369161661,0.07011239842570081,0.15033750290950784,0.0,62108.0,610.0,850.0,825.0,0.006401094499999999,0.11,0.01,0.12,18.746794005306437,0.0007681313399999999,4.916881295751628e-06
insertionsort,50000,serial,1,1,13550763.0,13569227.0,1.0013625800997332,0.9986392739984378,0.09609976174728783,0.1238259058914062,0.0,56809.0,2167.0,635.0,553.0,0.010624472,0.14,0.01,0.15000000000000002,14.118348657702711,0.0015936708000000002,1.69319107918176e-05
insertionsort,100000,parallel,2,1,27033099.0,25015095.0,0.9253506229529955,1.080671450578141,0.0866497526119683,0.194592587004335,0.0,118458.0,2192.0,870.0,744.0,0.006346326,0.2,0.01,0.21000000000000002,33.090011449143965,0.0013327284600000002,8.45792927663796e-06
insertionsort,100000,parallel,4,1,27833211.0,46430619.0,1.668173284067009,0.5994581075905966,0.09028214756646966,0.07547772906222863,0.0,121247.0,870.0,860.0,771.0,0.006294669500000001,0.18,0.01,0.19,30.184269404454035,0.0011959872050000002,7.528344181703749e-06
